"abstract","web_url","snippet","lead_paragraph","print_section","print_page","pub_date","_id","word_count","uri"
"LEAD: To the Editor:","https://www.nytimes.com/1990/09/07/opinion/l-join-a-fuel-co-op-and-beat-the-price-gougers-a-world-oil-agency-474190.html","","What is needed is an energy policy of collective-security type, with a petroleum defense arrangement, possibly as a United States agency, but preferably an international agency -perhaps built around the International Energy Agency, with the inclusion now of Eastern European countries, the Soviet Union and third world importers of oil.","A","26","1990-09-07T05:00:00+0000","nyt://article/27ccd5ef-440e-52e1-b022-e6e949ee0296",237,"nyt://article/27ccd5ef-440e-52e1-b022-e6e949ee0296"
"LEAD: The Secretary General of OPEC, Subroto of Indonesia, urged consuming nations today to act quickly to release oil from their stockpiles in the wake of OPEC's production increase, the group's news agency, Opecna, said.","https://www.nytimes.com/1990/09/07/business/subroto-would-tap-reserve.html","","''It is now up to the consumer governments to decide when to execute the oil-sharing agreement and by how much to release their strategic stocks.''","D","8","1990-09-07T05:00:00+0000","nyt://article/2f982440-1336-549a-ab40-eed6641432a5",198,"nyt://article/2f982440-1336-549a-ab40-eed6641432a5"
"LEAD: Crude oil jumped to more than $31 a barrel yesterday, nearing its highest price since the Persian Gulf crisis began when Iraq invaded Kuwait in early August.","https://www.nytimes.com/1990/09/07/business/crude-up-by-1.66-to-31.43.html","","''It takes less and less to move the market more and more,'' said Robin West, president of the Petroleum Finance Company, a Washington-based consulting firm.","D","1","1990-09-07T05:00:00+0000","nyt://article/a84ee5c3-1978-5ed3-87e9-635de0b96b39",900,"nyt://article/a84ee5c3-1978-5ed3-87e9-635de0b96b39"
"LEAD: When Iran hinted today that it might send food and medicine to its former archenemy, Iraq, the Teheran Government moved to seize opportunities created by the crisis in the Persian Gulf, experts on the region say.","https://www.nytimes.com/1990/09/07/world/confrontation-in-the-gulf-iran-has-incentive-to-offer-iraq-aid.html","","''The Iranians are still in the midst of negotiations with Iraq, and clearly they see the invasion as a situation they can take advantage of,'' said one Administration official who closely follows Iran and Iraq. ''They just may not have figured out how to do it yet. We certainly can't react too hard to a newspaper editorial, for heaven's sake.''","A","8","1990-09-07T05:00:00+0000","nyt://article/cedfe6f4-98a8-5555-b9d4-c16df3ee0af9",706,"nyt://article/cedfe6f4-98a8-5555-b9d4-c16df3ee0af9"
"LEAD: Last week United States officials acknowledged an increasingly apparent truth: in becoming involved in the defense of Saudi Arabia they were involving themselves in the entire Arab Middle East, with all its complexities.","https://www.nytimes.com/1990/09/09/weekinreview/american-broadens-its-deployments.html","","Last week United States officials acknowledged an increasingly apparent truth: in becoming involved in the defense of Saudi Arabia they were involving themselves in the entire Arab Middle East, with all its complexities.","4","3","1990-09-09T05:00:00+0000","nyt://article/69093045-be42-58a3-8ced-631dd89ba314",1408,"nyt://article/69093045-be42-58a3-8ced-631dd89ba314"
"LEAD: BEFORE his retirement in 1987, Raymond Marks was the chairman of Tenneco Europe in London. The Tenneco conglomerate began in 1943 as the Tennessee-Transmission Company, involved in the exploration, refining and marketing of gas and oil. Three years ago, it divested itself of these interests, retaining its divisions dealing with gas and oil transportation, farm and construction equipment and shipbuilding, among others.","https://www.nytimes.com/1990/09/09/nyregion/long-island-q-a-raymond-marks-oil-pendulum-is-swinging-too-far.html","LEAD: BEFORE his retirement in 1987, Raymond Marks was the chairman of Tenneco Europe in London. The Tenneco conglomerate began in 1943 as the Tennessee-Transmission Company, involved in the exploration, refining and marketing of gas and oil. Thre...","LEAD: BEFORE his retirement in 1987, Raymond Marks was the chairman of Tenneco Europe in London. The Tenneco conglomerate began in 1943 as the Tennessee-Transmission Company, involved in the exploration, refining and marketing of gas and oil. Three years ago, it divested itself of these interests, retaining its divisions dealing with gas and oil transportation, farm and construction equipment and shipbuilding, among others.","12LI","2","1990-09-09T05:00:00+0000","nyt://article/a0fdf6b0-27a4-5a04-96d3-98e4d678bb57",1792,"nyt://article/a0fdf6b0-27a4-5a04-96d3-98e4d678bb57"
"LEAD: Higher oil prices are helping all of the world's oil exporters, but the biggest beneficiary is Saudi Arabia, which is using the additional income to subsidize countries taking economic and military measures against Iraq and to pay for a large military buildup of its own.","https://www.nytimes.com/1990/09/15/business/all-oil-exporters-gain-with-saudis-at-the-top.html","","Higher oil prices are helping all of the world's oil exporters, but the biggest beneficiary is Saudi Arabia, which is using the additional income to subsidize countries taking economic and military measures against Iraq and to pay for a large military buildup of its own.","1","31","1990-09-15T05:00:00+0000","nyt://article/2ed4e3aa-0962-5043-b135-7ad7423290c5",819,"nyt://article/2ed4e3aa-0962-5043-b135-7ad7423290c5"
"LEAD: Oil prices rose further yesterday, and now stand at their second-highest level since the Iraqi invasion. On the New York Mercantile Exchange, light sweet crude for October delivery ended the week at $31.76 a barrel, up 69 cents for the day and $1.72 for the week.","https://www.nytimes.com/1990/09/15/business/oil-nears-highest-price-since-invasion-by-iraq.html","","Oil prices rose further yesterday, and now stand at their second-highest level since the Iraqi invasion. On the New York Mercantile Exchange, light sweet crude for October delivery ended the week at $31.76 a barrel, up 69 cents for the day and $1.72 for the week.","1","35","1990-09-15T05:00:00+0000","nyt://article/88910df7-410c-52d4-9e7e-3400c7696a2d",662,"nyt://article/88910df7-410c-52d4-9e7e-3400c7696a2d"
"LEAD: Iraq's brutal invasion and pillage of Kuwait cannot be justified. Its violation of several Western embassies in Kuwait last week is inexcusable. But for the sake of any possible negotiated settlement, it's important at least to understand Iraq's grievances. If Saddam Hussein were disposed to solve problems peacefully, here are the arguments he might raise - and their answers.","https://www.nytimes.com/1990/09/16/opinion/what-s-iraq-s-best-case.html","","Iraq's brutal invasion and pillage of Kuwait cannot be justified. Its violation of several Western embassies in Kuwait last week is inexcusable. But for the sake of any possible negotiated settlement, it's important at least to understand Iraq's grievances. If Saddam Hussein were disposed to solve problems peacefully, here are the arguments he might raise - and their answers.","4","22","1990-09-16T05:00:00+0000","nyt://article/b75f2098-0c5d-5be3-ac01-56209240d37d",599,"nyt://article/b75f2098-0c5d-5be3-ac01-56209240d37d"
"LEAD: The Persian Gulf crisis has already directly affected the lives of well over a million people -refugees, hostages, military personnel, residents of occupied Kuwait. Many hundreds of millions more are or will be indirectly affected even if it doesn't come to open war.","https://www.nytimes.com/1990/09/19/opinion/foreign-affairs-between-lines-disaster.html","","The Persian Gulf crisis has already directly affected the lives of well over a million people -refugees, hostages, military personnel, residents of occupied Kuwait. Many hundreds of millions more are or will be indirectly affected even if it doesn't come to open war.","A","29","1990-09-19T05:00:00+0000","nyt://article/7a428034-ed35-5371-9733-6c6e273fafb0",836,"nyt://article/7a428034-ed35-5371-9733-6c6e273fafb0"
"LEAD: Three Iraqi tankers have recently docked and taken on oil at an Iraqi pipeline terminal in the Persian Gulf, American officials said today, a move that may signal new efforts by President Saddam Hussein to export oil and to enlist Iran into breaking the global trade embargo against his Government.","https://www.nytimes.com/1990/09/20/world/confrontation-gulf-iraqi-tankers-loading-oil-gulf-may-signal-iranian-help.html","","Three Iraqi tankers have recently docked and taken on oil at an Iraqi pipeline terminal in the Persian Gulf, American officials said today, a move that may signal new efforts by President Saddam Hussein to export oil and to enlist Iran into breaking the global trade embargo against his Government.","A","10","1990-09-20T05:00:00+0000","nyt://article/236566cc-f303-5763-b9ad-2ee4b303f603",1085,"nyt://article/236566cc-f303-5763-b9ad-2ee4b303f603"
"LEAD: IS the United States entering a recession or isn't it? The sages, here and abroad, differ.","https://www.nytimes.com/1990/09/21/business/economic-scene-recession-ahead-the-views-vary.html","","IS the United States entering a recession or isn't it? The sages, here and abroad, differ.","D","2","1990-09-21T05:00:00+0000","nyt://article/575b9537-64d3-563c-b160-5a530c2aefee",895,"nyt://article/575b9537-64d3-563c-b160-5a530c2aefee"
"LEAD: The sharp increase in the price of crude oil has meant a projected windfall of $1 billion for Algeria at a time when the nation is suffering from economic turmoil, social tension and a pressing foreign debt.","https://www.nytimes.com/1990/09/21/business/oil-price-rise-gives-algeria-a-1-billion-windfall.html","","The sharp increase in the price of crude oil has meant a projected windfall of $1 billion for Algeria at a time when the nation is suffering from economic turmoil, social tension and a pressing foreign debt.","D","10","1990-09-21T05:00:00+0000","nyt://article/aae97e9b-2667-5203-b9e4-65d7edf19cbb",880,"nyt://article/aae97e9b-2667-5203-b9e4-65d7edf19cbb"
"LEAD: If Saddam Hussein could have placed his own man in this country to increase: electrical costs, use of OPEC oil, our trade deficit and pollution from fossil fuels, he couldn't have picked a better man than what our own Governor, Mario M. Cuomo, has done for Long Island.","https://www.nytimes.com/1990/09/23/nyregion/l-stop-grandstanding-and-use-shoreham-222390.html","","If Saddam Hussein could have placed his own man in this country to increase: electrical costs, use of OPEC oil, our trade deficit and pollution from fossil fuels, he couldn't have picked a better man than what our own Governor, Mario M. Cuomo, has done for Long Island.","LI","12","1990-09-23T05:00:00+0000","nyt://article/7c804aef-b4f4-5a06-86db-ba712dd2545b",204,"nyt://article/7c804aef-b4f4-5a06-86db-ba712dd2545b"
"LEAD: If Saddam Hussein were to withdraw from Kuwait tomorrow, the world would rejoice. An end to the Iraqi aggression would be universally regarded as a triumph for the United Nations and for President Bush and the broad coalition he has so skillfully assembled to oppose Sadam Hussein.","https://www.nytimes.com/1990/09/23/opinion/in-the-gulf-the-danger-of-a-diplomatic-solution.html","","If Saddam Hussein were to withdraw from Kuwait tomorrow, the world would rejoice. An end to the Iraqi aggression would be universally regarded as a triumph for the United Nations and for President Bush and the broad coalition he has so skillfully assembled to oppose Sadam Hussein.","4","21","1990-09-23T05:00:00+0000","nyt://article/b84fd5ed-9d56-5711-92a8-5a24d6ef9cb9",1060,"nyt://article/b84fd5ed-9d56-5711-92a8-5a24d6ef9cb9"
"LEAD: On July 25, President Saddam Hussein of Iraq summoned the United States Ambassador to Baghdad, April Glaspie, to his office in the last high-level contact between the two Governments before the Iraqi invasion of Kuwait on Aug. 2. Here are excerpts from a document described by Iraqi Government officials as a transcript of the meeting, which also included the Iraqi Foreign Minister, Tariq Aziz.","https://www.nytimes.com/1990/09/23/world/confrontation-in-the-gulf-excerpts-from-iraqi-document-on-meeting-with-us-envoy.html","","On July 25, President Saddam Hussein of Iraq summoned the United States Ambassador to Baghdad, April Glaspie, to his office in the last high-level contact between the two Governments before the Iraqi invasion of Kuwait on Aug. 2. Here are excerpts from a document described by Iraqi Government officials as a transcript of the meeting, which also included the Iraqi Foreign Minister, Tariq Aziz. A copy was provided to The New York Times by ABC News, which translated it from the Arabic. The State Department has declined to comment on its accuracy.","1","19","1990-09-23T05:00:00+0000","nyt://article/d892ee90-4049-555e-b3ce-7fdb837ad96c",4469,"nyt://article/d892ee90-4049-555e-b3ce-7fdb837ad96c"
"LEAD: From the day Ronald Reagan arrived in Washington until the day before Saddam Hussein's troops reached Kuwait City, energy policy was a fringe issue in the United States. Now, the deployment of American troops in the Persian Gulf to assure a steady flow of oil has left many policy makers wondering whether the United","https://www.nytimes.com/1990/09/24/business/proposals-for-a-us-energy-policy-some-possible-most-not.html","","From the day Ronald Reagan arrived in Washington until the day before Saddam Hussein's troops reached Kuwait City, energy policy was a fringe issue in the United States. Now, the deployment of American troops in the Persian Gulf to assure a steady flow of oil has left many policy makers wondering whether the United States has options other than force to insure an adequate supply of energy.","D","5","1990-09-24T05:00:00+0000","nyt://article/749ebdf4-50eb-52a7-b3cd-1f9b87931a51",3454,"nyt://article/749ebdf4-50eb-52a7-b3cd-1f9b87931a51"
"LEAD: At 8:30 yesterday morning, Albert H. Helmig Jr. figured that world crude oil prices were about to head downward. He had the reasons all worked out, based on his assessment of supply and demand, his experience as a broker and his studies of economics and finance.","https://www.nytimes.com/1990/09/26/business/in-the-oil-trading-pit-reflexes-must-be-fast.html","","At 8:30 yesterday morning, Albert H. Helmig Jr. figured that world crude oil prices were about to head downward. He had the reasons all worked out, based on his assessment of supply and demand, his experience as a broker and his studies of economics and finance.","D","1","1990-09-26T05:00:00+0000","nyt://article/22d49f8b-2064-5b14-bbcc-ff62c3dbf1ff",1455,"nyt://article/22d49f8b-2064-5b14-bbcc-ff62c3dbf1ff"
"LEAD: The price of crude oil jumped yesterday to within pennies of a record in futures trading, climbing $1.14 a barrel to settle at $38.67 on the New York Mercantile Exchange.","https://www.nytimes.com/1990/09/27/business/oil-jumps-in-futures-trading.html","","The price of crude oil jumped yesterday to within pennies of a record in futures trading, climbing $1.14 a barrel to settle at $38.67 on the New York Mercantile Exchange.","D","1","1990-09-27T05:00:00+0000","nyt://article/dd0c57ee-e274-58d9-a507-329980d2d54b",1027,"nyt://article/dd0c57ee-e274-58d9-a507-329980d2d54b"
"LEAD: The world's leading industrial nations will hold a crucial meeting on Friday to consider an American proposal that strategic oil reserves be prepared for immediate use. But a group of oil-consuming countries, led by West Germany and Japan, are opposed to the American initiative, arguing that reserve stocks should be tapped only in an extreme case, like the outbreak of war.","https://www.nytimes.com/1990/09/28/business/bush-s-move-on-stockpile-brings-some-dissent-overseas.html","","The world's leading industrial nations will hold a crucial meeting on Friday to consider an American proposal that strategic oil reserves be prepared for immediate use. But a group of oil-consuming countries, led by West Germany and Japan, are opposed to the American initiative, arguing that reserve stocks should be tapped only in an extreme case, like the outbreak of war.","D","4","1990-09-28T05:00:00+0000","nyt://article/0f8305b8-be7f-5944-baa2-fb35abb4075f",654,"nyt://article/0f8305b8-be7f-5944-baa2-fb35abb4075f"
"Last Picture Show folks revisited, via Bogdanovich. Cockeyed sequel.","https://www.nytimes.com/1990/09/28/movies/review-film-in-texasville-nothing-s-built-to-last.html","Last Picture Show folks revisited, via Bogdanovich. Cockeyed sequel.","AN expensive television satellite dish stands on the broad parched-brown Texas plain. Not far away, Duane Jackson (Jeff Bridges), wearing a shirt and a cowboy hat, soaks in a hot tub while taking potshots at an untenanted two-story doghouse.","C","1","1990-09-28T05:00:00+0000","nyt://article/8980ab64-7a8e-5c3a-84f3-f1ab7b9b5f2c",1274,"nyt://article/8980ab64-7a8e-5c3a-84f3-f1ab7b9b5f2c"
"LEAD:         THE ECONOMY       Traders Unfazed by Sale of Oil in Strategic Reserve       He produced a trickle and then threatened a flood. Oil traders were immensely unimpressed. President Bush announced on Wednesday evening that the nation would sell five million barrels from the Strategic Petroleum Reserve as a rebuke to speculators who had pushed oil prices too high.","https://www.nytimes.com/1990/09/30/business/business-diary-september-23-28.html","","THE ECONOMY","3","2","1990-09-30T05:00:00+0000","nyt://article/973afa76-8c4c-50e5-886f-d5cbf8746c95",1319,"nyt://article/973afa76-8c4c-50e5-886f-d5cbf8746c95"
"LEAD: Imagine a single action that could end the West's dependence on Middle East oil, shatter OPEC and drive oil prices below $10 a barrel. A daydream? No, all that is required is to equip all the cars and trucks on the road today to run on natural gas.","https://www.nytimes.com/1990/10/02/opinion/natural-gas-in-cars-and-step-on-it.html","LEAD: Imagine a single action that could end the West's dependence on Middle East oil, shatter OPEC and drive oil prices below $10 a barrel. A daydream? No, all that is required is to equip all the cars and trucks on the road today to run on natur...","LEAD: Imagine a single action that could end the West's dependence on Middle East oil, shatter OPEC and drive oil prices below $10 a barrel. A daydream? No, all that is required is to equip all the cars and trucks on the road today to run on natural gas.","A","27","1990-10-02T05:00:00+0000","nyt://article/44a7e1de-74cc-5c1f-a687-1c0e0e1ffcc7",937,"nyt://article/44a7e1de-74cc-5c1f-a687-1c0e0e1ffcc7"
"LEAD: Saudi Arabia's former oil minister, Sheik Ahmed Zaki Yamani, said today that the price of crude oil should drop to $15 to $18 a barrel, less than half of today's price, once the Persian Gulf crisis was defused.","https://www.nytimes.com/1990/10/09/business/oil-price-drop-seen-by-yamani.html","","Saudi Arabia's former oil minister, Sheik Ahmed Zaki Yamani, said today that the price of crude oil should drop to $15 to $18 a barrel, less than half of today's price, once the Persian Gulf crisis was defused.","D","25","1990-10-09T05:00:00+0000","nyt://article/8a2809af-5c26-51cd-b8b0-062703e196bb",212,"nyt://article/8a2809af-5c26-51cd-b8b0-062703e196bb"
"LEAD: With little diplomatic news from the Persian Gulf, oil prices moved up again on scattered military news in light trading yesterday, a holiday for some.","https://www.nytimes.com/1990/10/09/business/scattered-military-news-lifts-oil-by-96-to-38.95.html","","With little diplomatic news from the Persian Gulf, oil prices moved up again on scattered military news in light trading yesterday, a holiday for some.","D","2","1990-10-09T05:00:00+0000","nyt://article/ae4956ec-a4f8-5afb-9d63-d0733fc4d803",707,"nyt://article/ae4956ec-a4f8-5afb-9d63-d0733fc4d803"
"LEAD: As hundreds of prominent Kuwaiti exiles prepare to gather this weekend to discuss their country's future, a strenuous debate has broken out among them about the need for a more democratic form of government.","https://www.nytimes.com/1990/10/10/world/mideast-tension-exiles-from-kuwait-debate-looser-rule-by-the-emir-s-family.html","","As hundreds of prominent Kuwaiti exiles prepare to gather this weekend to discuss their country's future, a strenuous debate has broken out among them about the need for a more democratic form of government.","A","1","1990-10-10T05:00:00+0000","nyt://article/6b3ef9c8-49a8-5b32-9218-4e5b3270f86a",1204,"nyt://article/6b3ef9c8-49a8-5b32-9218-4e5b3270f86a"
"LEAD: With oil prices surging, some electric power company managers are seeing some relief through the huge bitumen reserves here in eastern Venezuela.","https://www.nytimes.com/1990/10/15/business/venezuela-pushing-liquid-coal.html","","With oil prices surging, some electric power company managers are seeing some relief through the huge bitumen reserves here in eastern Venezuela.","D","1","1990-10-15T05:00:00+0000","nyt://article/4487ecf2-3244-530e-8986-1256d687a30e",1386,"nyt://article/4487ecf2-3244-530e-8986-1256d687a30e"
"LEAD: This is the largest Muslim country in the world, with more of the faithful than all the Arab countries combined. It is also one of the most relaxed and least doctrinaire, with Islam keeping a careful line between faith and ideology, between influence and political activity.","https://www.nytimes.com/1990/10/19/world/mideast-tensions-indonesia-s-muslims-see-gulf-complications.html","","This is the largest Muslim country in the world, with more of the faithful than all the Arab countries combined. It is also one of the most relaxed and least doctrinaire, with Islam keeping a careful line between faith and ideology, between influence and political activity.","A","17","1990-10-19T05:00:00+0000","nyt://article/d00e05f5-9ea5-5fb5-a1c8-5e72b6ff4899",885,"nyt://article/d00e05f5-9ea5-5fb5-a1c8-5e72b6ff4899"
"  New York City moved yesterday to revoke the licenses of almost 10 percent of the private haulers that pick up commercial garbage, in what a Dinkins administration official described as the first step toward cleaning up a corrupt business.   Mark Green, the Consumer Affairs Commissioner, said he would seek to revoke the licenses and impose up to $3.2 million in fines on 40 haulers who have refused to disclose financial information required by the city.","https://www.nytimes.com/1990/10/24/nyregion/new-york-city-seeks-to-revoke-licenses-of-40-garbage-haulers.html","","New York City moved yesterday to revoke the licenses of almost 10 percent of the private haulers that pick up commercial garbage, in what a Dinkins administration official described as the first step toward cleaning up a corrupt business.","B","2","1990-10-24T05:00:00+0000","nyt://article/b8cc6ad6-e2af-5eac-a239-52e0a5187176",566,"nyt://article/b8cc6ad6-e2af-5eac-a239-52e0a5187176"
"  Oil was up sharply yesterday for the second consecutive day, continuing on an erratic path.    Crude for December delivery closed at $34.25 a barrel, up $3.17, on the New York Mercantile Exchange. In trading yesterday and Wednesday, the price of oil was up $4.88, or 16.6 percent, and many traders expect it to go back toward the $40 range.","https://www.nytimes.com/1990/10/26/business/price-of-oil-surges-by-3.17-continuing-on-erratic-path.html","","Oil was up sharply yesterday for the second consecutive day, continuing on an erratic path.","D","1","1990-10-26T05:00:00+0000","nyt://article/f800fba2-8a91-5084-91cc-365b26c35ed2",658,"nyt://article/f800fba2-8a91-5084-91cc-365b26c35ed2"
"  The president of OPEC, Sadek Boussena, said last week that the group would hold a formal meeting on Dec. 12 in Vienna to discuss the oil markets, which have been thrown into disarray by the Persian Gulf crisis. Mr. Boussena, who is also the Algerian mines minister, said the Organization of Petroleum Exporting Countries would probably not be able to meet demand for its oil in midwinter. He predicted a gap of a million to 1.5 million barrels a day.","https://www.nytimes.com/1990/10/29/business/international-report-opec-to-meet-dec-12.html","","The president of OPEC, Sadek Boussena, said last week that the group would hold a formal meeting on Dec. 12 in Vienna to discuss the oil markets, which have been thrown into disarray by the Persian Gulf crisis. Mr. Boussena, who is also the Algerian mines minister, said the Organization of Petroleum Exporting Countries would probably not be able to meet demand for its oil in midwinter. He predicted a gap of a million to 1.5 million barrels a day.","D","4","1990-10-29T05:00:00+0000","nyt://article/8604b440-431d-55eb-a9ea-b9bcc84a726d",84,"nyt://article/8604b440-431d-55eb-a9ea-b9bcc84a726d"
"  Saudi Arabia's oil production surpassed 8.2 million barrels a day this week and is expected to rise to 8.5 million barrels early next year, the highest level in nine years, the Saudi Oil Minister, Hisham Nazer, said in an interview today.   The rise in Saudi production, along with increases by other members of the Organization of Petroleum Exporting Countries like the United Arab Emirates, Libya, Nigeria and Iran, means that the loss of an estimated four million barrels a day from Kuwait and Iraq as a result of the United Nations economic embargo has already been made up.","https://www.nytimes.com/1990/11/04/world/mideast-tensions-saudi-oil-exports-rise-to-new-high-erasing-shortage.html","","Saudi Arabia's oil production surpassed 8.2 million barrels a day this week and is expected to rise to 8.5 million barrels early next year, the highest level in nine years, the Saudi Oil Minister, Hisham Nazer, said in an interview today.","1","1","1990-11-04T05:00:00+0000","nyt://article/4ab6a4c1-40b7-5e9d-894e-40e55d9c81da",1198,"nyt://article/4ab6a4c1-40b7-5e9d-894e-40e55d9c81da"
