"abstract","web_url","snippet","lead_paragraph","print_section","print_page","pub_date","_id","word_count","uri"
"OPEC sec gen Parra says bargaining power of Middle East oil-producing nations will not be affected by possibility of huge deposits being developed in Alaska, s, NYC; reassures Amer financial interests that orgns 9 member states have no intention of nationalizing or taking control of cos within their boundaries","https://www.nytimes.com/1968/09/07/archives/a-rab-oil-bloc-sees-no-threat-in-alaskan-deposit-venezuelan.html","OPEC sec gen Parra says bargaining power of Middle East oil-producing nations will not be affected by possibility of huge deposits being developed in Alaska, s, NYC; reassures Amer financial interests that orgns 9 member states have no intention o...","","business and finance","39","1968-09-07T05:00:00+0000","nyt://article/5d212b55-1d06-5e4c-b5a2-13d60705091c",0,"nyt://article/5d212b55-1d06-5e4c-b5a2-13d60705091c"
"Reprs of major internatl cos to conf, Teheran, Iran, with reprs of Iran, Iraq and Saudi Arabia to discuss resolutions passed in Dec by Orgn of Petroleum Exporting Countries (OPEC) conf; resolutions were far harsher and more threatening than any previously promulgated; W J Levy sees likelihood that producing countries will take unilateral control over pricing and taxation of all foreign production; sees possibility that confs may turn into confrontations as orgn seeks concessions similar to those won by Libya in '70","https://www.nytimes.com/1971/01/10/archives/fateful-meeting-on-oil-producing-nations-seek-greater-control.html","Reprs of major internatl cos to conf, Teheran, Iran, with reprs of Iran, Iraq and Saudi Arabia to discuss resolutions passed in Dec by Orgn of Petroleum Exporting Countries (OPEC) conf; resolutions were far harsher and more threatening than any pr...","Top representatives of the major international oil com panies will be in Teheran, Iran, this week for what may be one of the most porten tous meetings in the indus try's history.","F","9","1971-01-10T05:00:00+0000","nyt://article/fe6757e3-ad61-5769-a9fd-5331b1cc4fb9",1237,"nyt://article/fe6757e3-ad61-5769-a9fd-5331b1cc4fb9"
"OPEC reprs, charging delegation from Western oil cos refuses to negotiate on price rises, leaves Teheran; Min Amuzegar says co reprs said they were powerless to negotiate on price and tax rises; says exporting countries consider their share of recent price rises insufficient; says oil costs consuming cos $3.50 a bbl and is sold for $12-14 a bbl; spokesman for cos concedes that delegation was not empowered to discuss issues","https://www.nytimes.com/1971/01/14/archives/10-oilproducing-nations-say-companies-balk-on-price-rise.html","OPEC reprs, charging delegation from Western oil cos refuses to negotiate on price rises, leaves Teheran; Min Amuzegar says co reprs said they were powerless to negotiate on price and tax rises; says exporting countries consider their share of rec...","TEHERAN, Iran, Jan. 13 (AP) — Representatives of 10 major oil producing nations accused a delegation from Western toil companies today of refusing to negotiate on price increases and left Teheran. If the talks collapse, 85 per cent of the non‐ Communist world's oil produc tion would be imperiled.",NA,"2","1971-01-14T05:00:00+0000","nyt://article/5bc8d487-e81e-5f51-9892-e4acd3ef6f63",451,"nyt://article/5bc8d487-e81e-5f51-9892-e4acd3ef6f63"
"Talks, Teheran, between oil-producing countries reprs and Western oil cos over new demands for higher tax and royalty revenues near crucial stage as countries set Feb 3 deadline to achieve their demands or resort to 'concerted and simultaneous action'; internatl oil men in London alarmed by pace and implication of events since Orgn of Petroleum Exporting Countries (OPEC) called for increased payments; fear producer countries may curtail supplies; W Eur and Japan's dependence on oil supplies noted; meeting to be held shortly between Libya and Occidental Petroleum and Bunker Hunt, each of which is totally dependent on Libyan supplies, considered possibly crucial; Financial Times of London says 8 internatl oil cos met in NY and pledged common resistance to Mideast and North African demands","https://www.nytimes.com/1971/01/16/archives/mideast-oil-talks-nearing-crucial-stage.html","Talks, Teheran, between oil-producing countries reprs and Western oil cos over new demands for higher tax and royalty revenues near crucial stage as countries set Feb 3 deadline to achieve their demands or resort to 'concerted and simultaneous act...","LONDON, Jan 15—The price and the supply of much of the Western world's oil are at stake in negotiations moving to a climax with unexpected speed in Tripoli and Teheran.",NA,"35","1971-01-16T05:00:00+0000","nyt://article/78668fa2-36a2-54bc-827f-64264e852e0a",809,"nyt://article/78668fa2-36a2-54bc-827f-64264e852e0a"
"15 internatl oil cos, 12 of them Amer, call for centralized negotiations with Arab and other oil producers for 5-yr price accord, London; refuse to deal further with Libyan mil rulers; memo submitted to OPEC; cos listed","https://www.nytimes.com/1971/01/17/archives/centralized-talks-sought.html","15 internatl oil cos, 12 of them Amer, call for centralized negotiations with Arab and other oil producers for 5-yr price accord, London; refuse to deal further with Libyan mil rulers; memo submitted to OPEC; cos listed","LONDON, Jan. 16—Fifteen in ternational oil companies, 12 of them American, called tonight for centralized negotiations with Arab and other oil producers for a five‐year price agreement to head off a threatening crisis in Middle Eastern oil.",NA,"9","1971-01-17T05:00:00+0000","nyt://article/39139c1e-46c0-5313-829d-e9d09a059b60",394,"nyt://article/39139c1e-46c0-5313-829d-e9d09a059b60"
"US Pres Nixon sends Under Sec Irwin, bearing lrs of concern, to conf with rulers of Iran, Saudi Arabia and Kuwait to possibly avert threatened world oil crisis; Irwin will discuss matters of common interest including forthcoming meeting between internatl oil cos and OPEC; diplomatic observers note Irwin is scheduled to meet with 3 most conservative of oil-producing countries; see this as move to split OPEC and prevent what Nixon Adm and major US oil interests fear may turn out to be confrontation; meeting between OPEC and oil cos set","https://www.nytimes.com/1971/01/17/archives/nixon-sends-aide-to-middle-east-to-bar-oil-crisis-irwin-will-take.html","US Pres Nixon sends Under Sec Irwin, bearing lrs of concern, to conf with rulers of Iran, Saudi Arabia and Kuwait to possibly avert threatened world oil crisis; Irwin will discuss matters of common interest including forthcoming meeting between in...","WASHINGTON, Jan. 16— President Nixon today sent Under Secretary of State John N. Irwin 2d on a mission to three Middle East oil‐produc ing countries to try to avert a threatened world oil crisis.",NA,"1","1971-01-17T05:00:00+0000","nyt://article/4e7198b6-0394-5b5f-9010-26bd2d63cdd1",681,"nyt://article/4e7198b6-0394-5b5f-9010-26bd2d63cdd1"
"Kuwaiti Under Sec Mohammed announces OPEC will hold emergency meeting to consider new offer by internatl oil cos, int with Iraqi press agency; discloses Kuwait has received price offers from oil cos operating in his country","https://www.nytimes.com/1971/01/18/archives/oil-nations-to-meet-saturday-on-a-new-offer-by-companies.html","Kuwaiti Under Sec Mohammed announces OPEC will hold emergency meeting to consider new offer by internatl oil cos, int with Iraqi press agency; discloses Kuwait has received price offers from oil cos operating in his country","BEIRUT, Lebanon, Jan. 17— The Organization of Petroleum Exporting Countries will hold an emergency meeting Satur day to consider a new offer by the international oil companies.",NA,"4","1971-01-18T05:00:00+0000","nyt://article/92c5f5ed-05e8-527c-9c82-01ddd06f428a",334,"nyt://article/92c5f5ed-05e8-527c-9c82-01ddd06f428a"
"OPEC reprs and Western oil cos fail to reconcile their differences at meeting but agree to continue talks, Teheran; conf recommends that full meeting of OPEC be held Feb 3; Iranian Min Amuzegar says that Iran, Iraq and Saudi Arabia are negotiating only for Persian Gulf producers; praises co proposal for escalator clause in contract; seems to belittle Under Sec Irwin's tour","https://www.nytimes.com/1971/01/22/archives/no-oil-accord-is-reached-but-talks-will-continue.html","OPEC reprs and Western oil cos fail to reconcile their differences at meeting but agree to continue talks, Teheran; conf recommends that full meeting of OPEC be held Feb 3; Iranian Min Amuzegar says that Iran, Iraq and Saudi Arabia are negotiating...","TEHERAN, Iran, Jan. 21— Representatives of oil‐produc ing countries and Western oil companies failed to reconcile any of their differences at a meeting here today but agreed to continue talks here next week.",NA,"10","1971-01-22T05:00:00+0000","nyt://article/d8760db8-15b0-5181-864b-ca5bbb586e71",565,"nyt://article/d8760db8-15b0-5181-864b-ca5bbb586e71"
"progress is reptdly being made in oil talks, Teheran, Iran, as reprs reptdly set aside controversial issue of whether their talks should cover only Persian Gulf areas or all members of OPEC through complex compromise; economists and other experts from both sides to conf; EEC repr says Teheran talks sharpens need for 6 member nations to harmonize their energy policies instead of leaving them dispersed at natl level","https://www.nytimes.com/1971/01/23/archives/gains-are-seen-for-oil-talks-controversial-issue-set-aside.html","progress is reptdly being made in oil talks, Teheran, Iran, as reprs reptdly set aside controversial issue of whether their talks should cover only Persian Gulf areas or all members of OPEC through complex compromise; economists and other experts ...","TEHERAN, Iran, Jan. 22 — Highly placed sources said today that representatives of oil‐producing nations and Western oil companies had taken an important step toward a settlement yesterday by “get ting around” the controversial issue of whether their talks should cover only the Persian Gulf area or all the members of the Organization of Petro leum Exporting Countries.",NA,"10","1971-01-23T05:00:00+0000","nyt://article/186a33b2-2cc2-5192-af89-f3091c153396",397,"nyt://article/186a33b2-2cc2-5192-af89-f3091c153396"
"signs of bitterness against Western oil cos reptdly mounts as mins of oil-producing countries prepare for meetings; critical remarks widely reptd in Iranian press and Algerian pub; bitter feelings in some countries expected to complicate talks; experts will reptdly discuss only part of list of demands issued by OPEC under reptd compromise between 2 sides; Algerian Min Abdessalam complains that Western cos have been making unjustified profits","https://www.nytimes.com/1971/01/24/archives/bitterness-mounting-in-teheran-against-western-oil-companies.html","signs of bitterness against Western oil cos reptdly mounts as mins of oil-producing countries prepare for meetings; critical remarks widely reptd in Iranian press and Algerian pub; bitter feelings in some countries expected to complicate talks; ex...","TEHERAN, Iran, Jan. 23 — Signs of bitterness against Western oil companies ap peared to be mounting here as ministers of oil‐producing countries prepared for next week's meetings with the com panies' negotiators.",NA,"4","1971-01-24T05:00:00+0000","nyt://article/e31c2ea8-f8f4-5c06-b878-ff0f3fe66802",646,"nyt://article/e31c2ea8-f8f4-5c06-b878-ff0f3fe66802"
"conflict between 15 oil cos and 10 OPEC countries revd; origins of dispute, dating back to Libyan Govt's price settlement with oil cos last yr and speculation that prices will rise in most consumer countries if demands are met discussed; US concern about pol and gen econ effects and tight position that GB is in because of its enormous investment outlays noted; Irwin's visit to several countries noted; map; graph","https://www.nytimes.com/1971/01/24/archives/high-stakes-in-a-battle-over-the-cut-to-the-producers-oil.html","conflict between 15 oil cos and 10 OPEC countries revd; origins of dispute, dating back to Libyan Govt's price settlement with oil cos last yr and speculation that prices will rise in most consumer countries if demands are met discussed; US concer...","PARIS ‐ The flow of oil to industrialized countries and Western influence in the Medi terranean were at stake last week in a confrontation between giant international companies and the countries where much of the world's oil is found. Fifteen com panies — most of them Ameri can but also those from Britain, France and the Netherlands — and 10 producer countries — seven Arab countries plus Iran, Venezuela and Indonesia — were locked in negotiations over new royalty demands.","E","5","1971-01-24T05:00:00+0000","nyt://article/e7c534f4-7143-5853-badb-6c714887c4ba",819,"nyt://article/e7c534f4-7143-5853-badb-6c714887c4ba"
"Talks in Teheran between reprs of 6 oil-producing Persian Gulf states and internatl combine of 22 oil cos resume but break up after hr amid conflicting statements about progress toward price accord; cos have until Feb 3 to reach agreement with Persian Gulf states before member states of OPEC act","https://www.nytimes.com/1971/02/01/archives/oil-talks-in-teheran-resume-for-an-hour.html","Talks in Teheran between reprs of 6 oil-producing Persian Gulf states and internatl combine of 22 oil cos resume but break up after hr amid conflicting statements about progress toward price accord; cos have until Feb 3 to reach agreement with Per...","TEHERAN, Iran, Jan. 31, (Reuters)—Talks between representatives of six Persian Gulf states and an international combine of 22 oil companies resumed here today but broke up after an hour amid conflicting statements about progress toward an agreement on prices.",NA,"2","1971-02-01T05:00:00+0000","nyt://article/37892780-c1ea-5e64-8287-1a3ed1f36ff6",162,"nyt://article/37892780-c1ea-5e64-8287-1a3ed1f36ff6"
"Gulf states reptdly want increase in posted price for crude oil of between 25c and 32c a bbl; threat of oil embargo apparently eases as closed meeting of producing countries reptdly voted against any disruption of production for present time; Shah Pahlevi of Iran reptdly urges other OPEC members to take legal or legis measures to realize their demand for increased revenues; apparently holds possibility of reopening talks if cos accept what he calls ???ghtful demand'","https://www.nytimes.com/1971/02/04/archives/oil-exporting-countries-plan-sharp-price-rise.html","Gulf states reptdly want increase in posted price for crude oil of between 25c and 32c a bbl; threat of oil embargo apparently eases as closed meeting of producing countries reptdly voted against any disruption of production for present time; Shah...","LONDON, Feb. 3—The major oil exporting countries laid plans in Teheran today to impose sharply higher prices on Western oil companies.",NA,"12","1971-02-04T05:00:00+0000","nyt://article/971a27cc-e588-504d-aa96-b6da15fe2a74",573,"nyt://article/971a27cc-e588-504d-aa96-b6da15fe2a74"
"producing nations set Feb 15 deadline for internatl oil cos to accede to demands of OPEC for increased revenues or face producers threats to raise prices unilaterally; emphasizes that doors have been left open for cos to resume talks; Persian Gulf countries and cos reptdly very near price accord when talks reached impasse reptdly over assurances that cos are seeking against 'leapfrogging' demands; spread between demands of nations and cos at time of breakdown of talks reptdly more than $5.5-billion distributed over 5-yr period","https://www.nytimes.com/1971/02/05/archives/oil-nations-set-deadline-of-feb-15-for-an-accord.html","producing nations set Feb 15 deadline for internatl oil cos to accede to demands of OPEC for increased revenues or face producers threats to raise prices unilaterally; emphasizes that doors have been left open for cos to resume talks; Persian Gulf...","TEHERAN, Iran, Feb 4—The international oil companies have been given until Feb. 15 to accede to the demands of the 10‐nation Organization of Petroleum Exporting Countries for increased revenues. If no settlement is reached by then, the member countries, which account for 85 per cent of the non‐Communist world's oil, will pass legislation to raise prices unilaterally.",NA,"3","1971-02-05T05:00:00+0000","nyt://article/e9779058-1cdd-53f0-ae88-b3c766803be9",832,"nyt://article/e9779058-1cdd-53f0-ae88-b3c766803be9"
"9 members of OPEC threaten to cut off all oil shipments in 2 wks if Western oil cos refuse to pay higher oil prices; Venezuela has already unilaterally raised prices; OPEC issues statement, following meeting","https://www.nytimes.com/1971/02/08/archives/9-exporters-of-oil-threaten-to-cut-off-supplies-in-2-weeks.html","9 members of OPEC threaten to cut off all oil shipments in 2 wks if Western oil cos refuse to pay higher oil prices; Venezuela has already unilaterally raised prices; OPEC issues statement, following meeting","VIENNA Feb. 7 (Reuters)— Nine major oil‐producing coun tries today threatened to cut off all oil shipments in two weeks. Such a move could crip ple industry and transporta tion in Western Europe and Japan. ",NA,"9","1971-02-08T05:00:00+0000","nyt://article/2ff6c9cd-5131-56c4-82fd-4a4801724de0",273,"nyt://article/2ff6c9cd-5131-56c4-82fd-4a4801724de0"
"OPEC repr doubts there will be cutoff to consumers, says countries might make arrangements to bypass oil cos by shipping oil themselves","https://www.nytimes.com/1971/02/09/archives/10-exporters-doubt-oil-will-be-cut-off.html","OPEC repr doubts there will be cutoff to consumers, says countries might make arrangements to bypass oil cos by shipping oil themselves","VIENNA. Feb. 8 (UPI)—A spokesman for 10 oil‐producing countries said today that he doubted there would be a cut off to consumers even if West ern oil companies refused to meet demands for price in creases. ",NA,"28","1971-02-09T05:00:00+0000","nyt://article/ee5bfe1b-572a-5bd5-884d-42e149a08f52",140,"nyt://article/ee5bfe1b-572a-5bd5-884d-42e149a08f52"
"accord likely on price dispute as talks are set to resume; Brit Petroleum repr Lord Strathalmond and Iranian Min Amouzegar express optimism after informal talks, Paris; OPEC issues conciliatory statement on status of talks; France awaits outcome of talks before continuing its talks with Algeria; hopes that internatl settlement will lead to moderation in Algerian demands, which include not only higher prices but also Algerian control of French cos and higher proportion of reinvestment of co profits in country","https://www.nytimes.com/1971/02/11/archives/pact-now-likely-on-mideasts-oil-but-it-is-expected-to-result-in.html","accord likely on price dispute as talks are set to resume; Brit Petroleum repr Lord Strathalmond and Iranian Min Amouzegar express optimism after informal talks, Paris; OPEC issues conciliatory statement on status of talks; France awaits outcome o...","PARIS, Feb. 10 — There were growing signs today that the Middle Eastern oil dispute would be settled — at a price that would mean bigger fuel bills for Western Europe and Japan. ",NA,"4","1971-02-11T05:00:00+0000","nyt://article/f5101afb-382f-55e0-a07b-88b79adaa9b8",570,"nyt://article/f5101afb-382f-55e0-a07b-88b79adaa9b8"
"accord predicted in oil talks; OPEC legal team arrives in Teheran, to reptdly approve final accord; both sides seek assurances on size of further increases to compensate for inflationary effects; Libyan Govt remains big question in oil talks, refusing to deal with negotiating team of internatl oil cos and insisting on dealing individually with those cos","https://www.nytimes.com/1971/02/14/archives/a-costly-oil-pact-in-iran-held-near-agreement-expected-today-with.html","accord predicted in oil talks; OPEC legal team arrives in Teheran, to reptdly approve final accord; both sides seek assurances on size of further increases to compensate for inflationary effects; Libyan Govt remains big question in oil talks, refu...","TEHERAN, Iran, Feb. 13— Both sides in the continuing negotiations between 23 West ern oil companies and six Persian Gulf states predicted tonight that there would be an agreement tomorrow. The agreement was expected to bring sharply higher oil prices and assurances of stable mar keting conditions. ",NA,"22","1971-02-14T05:00:00+0000","nyt://article/fe535ab2-6cfd-55ed-a09f-780c5481a048",803,"nyt://article/fe535ab2-6cfd-55ed-a09f-780c5481a048"
"Orgn of Petroleum Exporting Countries (OPEC) to meet in Beirut Sept 22 to demand share in assets, profits and mgt of oil cos drilling in their territories; reptdly will demand at least 20% participation in existing concessions and right to draw at least 20% of profits; oil cos expected to refuse demand; reptdly say this demand is only initial step toward full local control of oil reserves","https://www.nytimes.com/1971/08/14/archives/oil-nations-seek-share-in-assets-of-companies.html","Orgn of Petroleum Exporting Countries (OPEC) to meet in Beirut Sept 22 to demand share in assets, profits and mgt of oil cos drilling in their territories; reptdly will demand at least 20% participation in existing concessions and right to draw at...","VIENNA, Aug. 13 (UPI)— The Organization of Petroleum Exporting Countries announced today that its member nations will meet next month to demand a share In the assets, profits and management of oil companies drilling in their territories.",NA,"31","1971-08-14T05:00:00+0000","nyt://article/71a7c63b-f2ff-583c-9f99-33e8a2925b8b",463,"nyt://article/71a7c63b-f2ff-583c-9f99-33e8a2925b8b"
