"abstract","web_url","snippet","lead_paragraph","print_section","print_page","pub_date","_id","word_count","uri"
"Oil is down, but remains high as far as the eye can see","https://economix.blogs.nytimes.com/2006/09/08/oil-is-down-but-not-in-the-out-months/","Oil is down, but remains high as far as the eye can see","Crude oil prices are falling today, and the spot contract, for October delivery, is quoted at $66.72 a barrel as this is being written. That is actually lower than the price a little over a year ago. On Sept. 1, 2005, the nearest contract, the October 2005 one, was trading for $69.47 a barrel, and the forecast for this October was $69.17. It has been a while since it was possible to have purchased an oil contract, held on for a year, and lost money.",NA,NA,"2006-09-08T17:46:07+0000","nyt://article/95db33e1-e6ce-5937-a6b1-0ee35c9f772d",275,"nyt://article/95db33e1-e6ce-5937-a6b1-0ee35c9f772d"
"VIENNA — Given the recent forecasts that oil prices might reach $100 a barrel, oil markets seem to have dodged a bullet this summer: prices have fallen more than $10 a barrel in the past month and gasoline has edged down, providing some relief after the Labor Day weekend in the United States.","https://www.nytimes.com/2006/09/10/business/worldbusiness/10iht-oil.2757996.html","","VIENNA — Given the recent forecasts that oil prices might reach $100 a barrel, oil markets seem to have dodged a bullet this summer: prices have fallen more than $10 a barrel in the past month and gasoline has edged down, providing some relief after the Labor Day weekend in the United States.",NA,NA,"2006-09-10T05:00:00+0000","nyt://article/d7721890-7bdf-5c9e-a88f-2bb53fa0884d",771,"nyt://article/d7721890-7bdf-5c9e-a88f-2bb53fa0884d"
"As OPEC ministers prepare to meet Monday, they are wondering not how high oil prices will rise, but how far they may drop.","https://www.nytimes.com/2006/09/11/business/worldbusiness/11oil.html","As OPEC ministers prepare to meet Monday, they are wondering not how high oil prices will rise, but how far they may drop.","VIENNA, Sept. 10 — What a difference a few weeks can make. As OPEC ministers prepare to meet here Monday, the question on their minds is not how high oil prices will rise, but how far they may drop.","C","1","2006-09-11T04:00:00+0000","nyt://article/02041c65-6b89-5727-a323-fc4cf8c9dc91",1061,"nyt://article/02041c65-6b89-5727-a323-fc4cf8c9dc91"
"The decision could lead to a further decline in oil prices, which have dropped more than $11 a barrel from their July peaks.","https://www.nytimes.com/2006/09/11/business/11cnd-opec.html","The decision could lead to a further decline in oil prices, which have dropped more than $11 a barrel from their July peaks.","VIENNA, Sept. 11 — OPEC said today that it would keep producing oil at current levels even though demand is slowing and inventories are growing — a decision that would seem to set the scene for further declines in oil prices, which have already fallen by more than $11 a barrel from their July peaks. ",NA,NA,"2006-09-11T04:00:00+0000","nyt://article/69a5fd96-bbb2-5047-b2a5-1abdd7ad57ad",1059,"nyt://article/69a5fd96-bbb2-5047-b2a5-1abdd7ad57ad"
"STEADY STREAM OPEC will meet in Vienna, and it is expected to keep its oil output quota unchanged at 28 million barrels a day. The price of crude oil has dipped a bit from recent record highs, but probably not enough for OPEC to curtail production, a move that would most likely anger many nations. (Monday.).","https://www.nytimes.com/2006/09/11/business/11ahead.html","STEADY STREAM OPEC will meet in Vienna, and it is expected to keep its oil output quota unchanged at 28 million barrels a day. The price of crude oil has dipped a bit from recent record highs, but probably not enough for OPEC to curtail production...","STEADY STREAM OPEC will meet in Vienna, and it is expected to keep its oil output quota unchanged at 28 million barrels a day. The price of crude oil has dipped a bit from recent record highs, but probably not enough for OPEC to curtail production, a move that would most likely anger many nations. (Monday.)","C","2","2006-09-11T04:00:00+0000","nyt://article/d08d2d0f-0aae-5bdd-b6f4-ee00c7570083",352,"nyt://article/d08d2d0f-0aae-5bdd-b6f4-ee00c7570083"
"VIENNA — OPEC confirmed Monday that it would keep its current production levels unchanged, even as some delegates said they were concerned that high oil inventories and slowing demand might push prices down even more.","https://www.nytimes.com/2006/09/11/business/worldbusiness/11iht-opec.2771471.html","","VIENNA — OPEC confirmed Monday that it would keep its current production levels unchanged, even as some delegates said they were concerned that high oil inventories and slowing demand might push prices down even more.",NA,NA,"2006-09-11T05:00:00+0000","nyt://article/114b7074-e9b2-5d23-9e30-6aab17ee017a",687,"nyt://article/114b7074-e9b2-5d23-9e30-6aab17ee017a"
" STEADY STREAM -- OPEC will meet in Vienna, and it is expected to keep its oil output quota unchanged at 28 million barrels a day. The price of crude oil has dipped a bit from recent record highs, but probably not enough for OPEC to curtail production, a move that would most likely anger many nations. (Monday.)    WHERE THERE'S SMOKE -- Judge Jack B. Weinstein of Federal District Court in Brooklyn will decide whether to certify as a class action a lawsuit contending that tobacco companies defrauded consumers with claims about ''light'' cigarettes. (Wednesday.) Lawyers for plaintiffs say their clients were duped into believing that the cigarettes were healthier than regular ones. Judge Weinstein previously tried to organize a single high-stakes trial over the harms of cigarettes, but was rebuffed by an appellate panel.    MORE CUTS AT FORD -- The board of the Ford Motor Company will meet, and an announcement is expected soon afterward on additional cost-cutting as part of a turnaround plan. (Thursday.) Ford is already in the process of closing 14 plants and cutting 30,000 jobs under its Way Forward restructuring program, and the new plan is expected to widen the effort. Last week William Clay Ford Jr., the great-grandson of the company's founder, hired an outsider, Alan R. Mulally, formerly of Boeing, as chief executive and president.    ECONOMIC INDICATORS -- The release of the Consumer Price Index for August will provide an updated snapshot of inflation, with implications for the Federal Open Market Committee's decision on interest rates later this month. (Monday.) Other reports: the trade deficit for July (Tuesday); retail sales for August, import prices for August and business inventories for July (Thursday); and industrial production and capacity utilization for August along with the first reading of the University of Michigan consumer sentiment index (Friday).    EARNINGS HERE AND THERE -- A few companies -- most notably some big Wall Street companies -- will report results this week. They include: Campbell Soup (Monday); Best Buy, Goldman Sachs and the Kroger Company (Tuesday); Lehman Brothers and Navistar International (Wednesday); and Adobe Systems, Bear Stearns and Pier 1 Imports (Thursday).","https://www.nytimes.com/2006/09/11/business/looking-ahead.html","STEADY STREAM -- OPEC will meet in Vienna, and it is expected to keep its oil output quota unchanged at 28 million barrels a day. The price of crude oil has dipped a bit from recent record highs, but probably not enough for OPEC to curtail product...","STEADY STREAM -- OPEC will meet in Vienna, and it is expected to keep its oil output quota unchanged at 28 million barrels a day. The price of crude oil has dipped a bit from recent record highs, but probably not enough for OPEC to curtail production, a move that would most likely anger many nations. (Monday.)","C","2","2006-09-11T05:00:00+0000","nyt://article/3cd235f0-e447-5f8a-9d74-77b42fee0e9a",355,"nyt://article/3cd235f0-e447-5f8a-9d74-77b42fee0e9a"
" INTERNATIONAL A3-9    Bombing in Afghanistan Kills Provincial Governor  Muhammad Hakim Taniwal, governor of Paktia Province in Afghanistan and a close friend of President Hamid Karzai, was killed along with two staff members by a suicide bomber as they drove away from the president's office, government officials said. A1    Shiites Push New Legislation  A dispute in the Iraqi Parliament peaked as a large Shiite faction continued to fight for quick approval of legislation that would give provinces the authority to create autonomous states. Sunni lawmakers and others in opposition refused to attend the session, warning that the plan could undermine the country's unity government.  A8    Progress in Iran Sanction Talks  Representatives of Iran and the European Union said that they had made progress toward a compromise to avert possible United Nations sanctions over Iran's nuclear program and that they would meet again soon. A9    Blair and Abbas Hold Talks  The Palestinian Authority president, Mahmoud Abbas, met with Prime Minister Tony Blair of Britain to discuss forming a Palestinian unity government that would seek to win international acceptance and end the isolation of the current Hamas-led government. A9    China Imposes News Limits  Under new rules, the state-run New China News Agency said it would control foreign news reports, photographs and graphics entering China. The agency announced that it would censor content that ''endangers national security.'' A3    Sri Lankan Rebel Line Breached  At least 28 soldiers were killed and more than 100 wounded as the Sri Lankan Army pushed across Tamil Tiger rebel front lines in the north, the military said. Independent verification was not possible; each side routinely plays down casualties. A8    NATIONAL A10-17    Heated Arizona Primary Draws National Attention  Arizona's Eighth Congressional District is a swing district and one of a handful nationwide that Democrats believe they can capture to reclaim the House. Ten candidates are battling to represent the district in Arizona, a fast-growing state that is not as conservative as it used to be.  A10    Medicare Costs to Increase  Higher-income people will have to pay higher Medicare premiums than other beneficiaries next year, as the government takes a step to help the financially ailing program remain viable over the long term.  A10    Immigration Protests Shrink  In Washington, Los Angeles, Phoenix and Batavia, Ill., immigrant demonstrations drew much smaller crowds than expected. Political analysts, policy makers and immigrants alike are questioning the staying power of the immigrant rights movement.  A11    Cheney on the Insurgency  In a television interview, Vice President Dick Cheney backed away from his insistence last year that the insurgency in Iraq was in its ''last throes,'' but said even if he had known in 2003 that his claims that Iraq had weapons of mass destruction were mistaken, ''we'd do exactly the same thing.'' A12    Shuttle Safely in Orbit  The space shuttle Atlantis appears to have made the jump into orbit without any damage to its heat shield, mission officials said. The mission will resume construction of the International Space Station.  A17    Executive's Fate Unresolved  A Hewlett-Packard board meeting ended with no decision on whether the chairwoman of the company would be asked to resign over her role in an investigation.  A17    At the heart of the Hewlett-Packard controversy is a technique called pretexting -- obtaining someone's calling records under a pretext, like pretending to be a customer.  C1    NEW YORK/REGION B1-5    Bush Visits Ground Zero On Eve of Anniversary  Vowing he was ''never going to forget the lessons of that day,'' President Bush paid tribute to the victims of the Sept. 11, 2001 terrorist attack, laying a wreath at ground zero, attending a prayer service at St. Paul's Chapel and making a few other stops with his wife, Laura. The ceremonies ushered in what will be a solemn day of remembrance, here and around the country as the official commemoration of the fifth anniversary of the attacks.  A1    Newark's Financial Crunch  Mayor Cory A. Booker's grand dreams for a safer, cleaner and more prosperous Newark are colliding with the reality of the city's troubled finances. Having won the election with ambitious promises, Mr. Booker is instead being forced to reduce services and raise taxes.  B1    Hope Fades for Democrats  In a year when Democrats hope to take control of the House of Representatives, New York would appear to be fertile ground for toppling Republican incumbents. But that goal now seems increasingly remote.  A1    SPORTSMONDAY D1-9    Federer Wins U.S. Open  Roger Federer defeated Andy Roddick in the championship game of the United States Open. Federer was 27-1 in the four Grand Slam events this season, winning the Australian Open, Wimbledon and now the United States Open, and it was one more measure of his dominance that no man in this tournament was able to win more than one set against him. D1    OBITUARIES B6    King Taufa'ahau Tupou IV  The king of Tonga, a Polynesian archipelago of 150 islands with 100,000 subjects and the last reigning monarch in the Pacific, he was 88. B6    BUSINESS DAY C1-10    OPEC Price Concerns  OPEC ministers are preparing to meet in Vienna, and the question on their minds is not how high oil prices will rise, but how far they might drop. Crude oil prices have fallen more than $10 a barrel, driving down the retail price of gasoline and providing some relief for consumers.  C1    Apple's Next Campaign  Apple will hold another of Steven P. Jobs's marketing events to unveil what is expected to be his next campaign: to transform the distribution of movies as thoroughly as he has revolutionized the recording industry with iTunes.  C1    Firms Near Deal in Buyout  A consortium of investment firms were near a deal to acquire Freescale Semiconductor, a former unit of Motorola, for more than $16 billion, according to people briefed on the negotiations. The deal, if completed, would be the largest leveraged buyout in the technology sector, surpassing the $11.3 billion sale of SunGard Data Systems last year. A17    Business Digest C2    EDITORIAL A18-19    Editorials: 9/11/06; activism is in the eye of the ideologist; three weeks to save Darfur; denying the vote.    Column: Paul Krugman.    Bridge E3  Crossword E2  Metro Diary B2  TV Listings E8  Weather D10  ","https://www.nytimes.com/2006/09/11/nyregion/news-summary.html","INTERNATIONAL A3-9    Bombing in Afghanistan Kills Provincial Governor  Muhammad Hakim Taniwal, governor of Paktia Province in Afghanistan and a close friend of President Hamid Karzai, was killed along with two staff members by a suicide bomber as...","INTERNATIONAL A3-9","A","2","2006-09-11T05:00:00+0000","nyt://article/b1283d6b-e450-5a32-9938-7f7543dd733a",1039,"nyt://article/b1283d6b-e450-5a32-9938-7f7543dd733a"
"VIENNA — OPEC met on Monday against the backdrop of a $13 fall in the price of a barrel of oil since mid-July, but ministers said they were unlikely to tamper with output ahead of the peak winter demand season and with supply worries ever present.","https://www.nytimes.com/2006/09/11/business/worldbusiness/11iht-opec.2767386.html","","VIENNA — OPEC met on Monday against the backdrop of a $13 fall in the price of a barrel of oil since mid-July, but ministers said they were unlikely to tamper with output ahead of the peak winter demand season and with supply worries ever present.",NA,NA,"2006-09-11T05:00:00+0000","nyt://article/bea6a865-a27f-5b57-81d3-840dfb0d479f",524,"nyt://article/bea6a865-a27f-5b57-81d3-840dfb0d479f"
"What a difference a few weeks can make. As OPEC ministers prepare to meet here Monday, the question on their minds is not how high oil prices will rise, but how far they may drop.     Crude oil prices have fallen more than $10 a barrel in the last month, driving down the retail price of gasoline and providing some relief for consumers. While energy prices remain high, they have not risen to the heights that many analysts had feared, in part because of a light hurricane season this summer, the cease-fire between Israel and Hezbollah, and the fact that the United Nations has not imposed sanctions on Iran.  ","https://www.nytimes.com/2006/09/11/business/worldbusiness/at-opec-some-worry-as-oil-prices-start-falling.html","What a difference a few weeks can make. As OPEC ministers prepare to meet here Monday, the question on their minds is not how high oil prices will rise, but how far they may drop.     Crude oil prices have fallen more than $10 a barrel in the last...","VIENNA, Sept. 10 - What a difference a few weeks can make. As OPEC ministers prepare to meet here Monday, the question on their minds is not how high oil prices will rise, but how far they may drop.","C","1","2006-09-11T05:00:00+0000","nyt://article/cbeb9213-c188-590d-9cf7-db5f931f8bfa",1048,"nyt://article/cbeb9213-c188-590d-9cf7-db5f931f8bfa"
