"abstract","web_url","snippet","lead_paragraph","print_section","print_page","pub_date","_id","word_count","uri"
"Nigeria confirms repts that crude oil price increase of 23 to 25% is forthcoming; holds increases are relatively restrained because world mkt could bear price rises of up to 33%; Forcados blend, which accounts for bulk of Nigeria's estimated 1.2 million bbls a day in exports to US, will now cost $18.10 a bbl (S)","https://www.nytimes.com/1979/04/06/archives/nigeria-to-lift-oil-price-25.html","Nigeria confirms repts that crude oil price increase of 23 to 25% is forthcoming; holds increases are relatively restrained because world mkt could bear price rises of up to 33%; Forcados blend, which accounts for bulk of Nigeria's estimated 1.2 m...","LAGOS, Nigeria, April 5 (AP) — In statement that confirmed earlier reports that a crude oil price increase was coming, the chief economist for Nigeria's oil industry said that his country's increases of 23 to 25 percent were relatively restrained because the world market could bear price rises of up to 33 percent.","D","5","1979-04-06T05:00:00+0000","nyt://article/deea482c-58b4-5ec7-8ce6-f094840efef7",186,"nyt://article/deea482c-58b4-5ec7-8ce6-f094840efef7"
"former Human Resources Admr J Henry Smith lr, deploring Mayor Koch's actions resulting in resignation of Admr Blanche Bernstein, comments on problems in running agency","https://www.nytimes.com/1979/04/07/archives/letters-politicians-vs-housing-how-not-to-ease-a-gasoline-shortage.html","former Human Resources Admr J Henry Smith lr, deploring Mayor Koch's actions resulting in resignation of Admr Blanche Bernstein, comments on problems in running agency","To the Editor: Your March 28 news article on violations of the Rent Stabilization Law In New York City totally missed an important point.",NA,"22","1979-04-07T05:00:00+0000","nyt://article/1650e00d-6550-59cc-b15b-a0c9ea32f57f",1977,"nyt://article/1650e00d-6550-59cc-b15b-a0c9ea32f57f"
"AFL-CIO pres George Meany, in response to Pres Carter's decision to decontrol domestic oil prices, charges action will 'worsen inflation and increase possibility of recession' (S)","https://www.nytimes.com/1979/04/07/archives/congress-chiefs-see-hard-battle-on-oiltax-plan-white-house-banking.html","AFL-CIO pres George Meany, in response to Pres Carter's decision to decontrol domestic oil prices, charges action will 'worsen inflation and increase possibility of recession' (S)","WASHINGTON, April 6 — Several Congressional leaders predicted today that President Carter faced a tough, perhaps losing, battle to gain enactment of a tax on the “windfall” profits that oil companies are expected to reap as a result of the lifting of price controls on domestic oil.",NA,"1","1979-04-07T05:00:00+0000","nyt://article/355dde86-d175-5324-8ab0-70d18c9a47b2",845,"nyt://article/355dde86-d175-5324-8ab0-70d18c9a47b2"
"Edward Cowan article notes confusion surrounding proposed windfall profits tax on oil, including whether it is temporary or permanent; says best information available is that tax is meant to be permanent in 2 of its 3 key parts, 3d having to do with 'lower tier' oil; discusses tax in detail; sketch; graph (M)","https://www.nytimes.com/1979/04/07/archives/confusion-abounds-on-oil-tax-officials-differ-in-views-on-its.html","Edward Cowan article notes confusion surrounding proposed windfall profits tax on oil, including whether it is temporary or permanent; says best information available is that tax is meant to be permanent in 2 of its 3 key parts, 3d having to do wi...","WASHINGTON, April 6 — From the White House to Capitol Hill, confusion abounded today about the specifics of the new “windfall profits” tax on oil producers that President Carter wants to accompany the gradual decontrol of domestic crude oil prices.",NA,"29","1979-04-07T05:00:00+0000","nyt://article/ab22b81a-e918-5535-9ef5-1d8c0fbd59bc",1072,"nyt://article/ab22b81a-e918-5535-9ef5-1d8c0fbd59bc"
"Article on controversy arising from Carter Adm's contention that US has been ‘dangerously exposed’ to sudden interruptions in oil supplies and that Iranian upheaval has cut world supplies; notes Congressional Research Service and CIA reports challenging Adm's assessments; CIA statistics indicate world output in Jan '79 was 60 million barrels per day, or 5.8% higher than during Jan '78, and that Feb output was 60.3 million barrels per day--up 4%; US oil analysts say they expect Mar output to be well above those of Mar 78; say world oil output has risen during last 4 years, especially during 4th quarter of each year when oil cos prepare for winter season and reduce year-end tax liabilities (M)","https://www.nytimes.com/1979/04/09/archives/carter-figures-on-big-oil-shortfall-at-issue-figures-from-cia.html","Article on controversy arising from Carter Adm's contention that US has been ‘dangerously exposed’ to sudden interruptions in oil supplies and that Iranian upheaval has cut world supplies; notes Congressional Research Service and CIA reports chall...","WASHINGTON, April 8 — In his speech on energy last Thursday, President Carter said that the United States had been “dangerously exposed” to sudden interruptions in oil supplies and that “the upheaval in Iran again cut world suonlies.”","D","4","1979-04-09T05:00:00+0000","nyt://article/bc4900f0-96a3-520e-ad7e-49d51026c1fe",896,"nyt://article/bc4900f0-96a3-520e-ad7e-49d51026c1fe"
"Petrochem product prices are expected to rise further as result of OPEC decision to raise oil prices; cos with access to price-controlled natural gas are expected to fare better than those dependent on oil-derived naphtha, chiefly those operating in Eur; situation of several cos noted; spokesmen comment; graph of spot price for naphtha in '79 (M)","https://www.nytimes.com/1979/04/09/archives/new-oil-rise-to-spur-petrochemical-spiral-petrochemicals-in-spiral.html","Petrochem product prices are expected to rise further as result of OPEC decision to raise oil prices; cos with access to price-controlled natural gas are expected to fare better than those dependent on oil-derived naphtha, chiefly those operating ...","Prices of plastic wi ip, photographic film, nylon stockings and other products made from petroleum derivatives will inevitably rise as a result of recent increases in the price of oil, according to industry spokesmen.","D","1","1979-04-09T05:00:00+0000","nyt://article/c6e70fa6-41c7-524a-a24f-8be2fb2ed75d",686,"nyt://article/c6e70fa6-41c7-524a-a24f-8be2fb2ed75d"
"Article on controversy over Con Ed request for permission to burn fuel with higher sulfur content; illus (M)","https://www.nytimes.com/1979/04/10/archives/issue-and-debate-con-ed-and-the-burning-of-dirtier-fuel-the.html","Article on controversy over Con Ed request for permission to burn fuel with higher sulfur content; illus (M)","Five times in the last six years the Consolidated Edison Company of New York has petitioned the state and city environmental authorities for special permission to burn cheaper but dirtier higher‐sulfur oil in place of the increasingly expensive imported low‐sulfur oil required by law. Twice the company was turned down. Emergency approval was granted once — for four months during the Arab oil boycott of 1973‐79, and later it was partly extended.","B","7","1979-04-10T05:00:00+0000","nyt://article/0175efa8-a53e-5d73-aecb-b9614b885229",1782,"nyt://article/0175efa8-a53e-5d73-aecb-b9614b885229"
"Iran is reptdly adding $1.80‐a‐bbl surcharge to its base oil price; most other OPEC members have added surcharges of $1.20 a bbl, and there is concern now that they will follow Iran and that there will be an eventual across‐the‐bd increase of $4 a bbl, which is current surcharge on oil from Algeria, Nigeria and Libya; Kuwait has reptdly raised its surcharge from $1.20 to $1.80 a bbl; GB raises price of North Sea oil by 18% (M)","https://www.nytimes.com/1979/04/11/archives/180-oil-surcharge-by-iran-is-expected-action-today-seen-as.html","Iran is reptdly adding $1.80‐a‐bbl surcharge to its base oil price; most other OPEC members have added surcharges of $1.20 a bbl, and there is concern now that they will follow Iran and that there will be an eventual across‐the‐bd increase of $4 a...","Iran will announce today an oil price rise that, according to industry sources, will heighten the possibility of a new round of increases by the Organization of Petroleum Exporting Countries.","A","1","1979-04-11T05:00:00+0000","nyt://article/86475a94-f010-5254-aaa2-d623bba34dcb",716,"nyt://article/86475a94-f010-5254-aaa2-d623bba34dcb"
"OPEC denies it has agreed to give wholesale discounts on oil to developing nations (S)","https://www.nytimes.com/1979/04/11/archives/opec-denies-plan-to-give-discounts.html","OPEC denies it has agreed to give wholesale discounts on oil to developing nations (S)","VIENNA, April 10 (AP) — The Organization of Petroleum Exporting Countries did not decide at its March meeting in Geneva to grant wholesale discounts on oil to developing nations, the secretary general, Rene Ortiz, said today.","D","9","1979-04-11T05:00:00+0000","nyt://article/c7bc7638-2142-5743-b07b-127cb71e4383",86,"nyt://article/c7bc7638-2142-5743-b07b-127cb71e4383"
"Ed on economy holds that if recession occurs in coming months it will have been caused by unwillingness of both Carter Adminstration and Congress to take inflation seriously; urges Administration and Congress to act now to prevent such a situation","https://www.nytimes.com/1979/04/13/archives/surrendering-to-recession.html","Ed on economy holds that if recession occurs in coming months it will have been caused by unwillingness of both Carter Adminstration and Congress to take inflation seriously; urges Administration and Congress to act now to prevent such a situation","It is sad to note that the nation's answer to inflation is still recession. The Carter Administration has said is not necessarily so. Its economists hope the overheated United States economy will slow down without actually shrinking. But the Government's controls over economic policy are not so finely adjusted that they can assure such a safe course. Thus, the Government is starting to hedge its bets. With double‐digit inflation hand, the Administration now wants to err on the side of recession rather than “risk” a continuation of unexpectedly rapid growth.","A","26","1979-04-13T05:00:00+0000","nyt://article/720a1ee7-1771-5e32-854e-755b328f91a8",671,"nyt://article/720a1ee7-1771-5e32-854e-755b328f91a8"
"R Wilkins on how poor will be affected by Pres Carter's proposals to deregulate price of domestic oil and impose excess profits tax on oil companies on shoulders of poor; notes Carter plan calls for windfall profits tax, which would go toward creation of energy security fund-part of which would be used to provide $100 annual rebates for families with incomes under $7,500; many consumer advocates view rebates as unlikely and too meager; cite studies showing that, while rising energy prices will cause real income loss at all levels, poor will suffer loss 6 times greater than affluent families; cite opposition of petroleum industry and political assessments of legislators who are generally favorable to such a tax when they argue that prospects for plan are dim (M)","https://www.nytimes.com/1979/04/13/archives/consumer-advocates-skeptical-about-presidents-oil-proposals-urban.html","R Wilkins on how poor will be affected by Pres Carter's proposals to deregulate price of domestic oil and impose excess profits tax on oil companies on shoulders of poor; notes Carter plan calls for windfall profits tax, which would go toward crea...","“The President is acutely aware of the impact of energy policy and inflation on the poor, people with fixed incomes and the elderly,” Anne Wexler, the Assistant to the President for liaison with specialinterest groups, said last month when she","A","25","1979-04-13T05:00:00+0000","nyt://article/80263c90-2116-5947-85fc-f33a75de0c6d",933,"nyt://article/80263c90-2116-5947-85fc-f33a75de0c6d"
"Comment on Pres Carter's proposal to decontrol price of domestic oil and impose windfall profits tax on oil industry (S)","https://www.nytimes.com/1979/04/15/archives/energy-instructions.html","Comment on Pres Carter's proposal to decontrol price of domestic oil and impose windfall profits tax on oil industry (S)","In hot pursuit of his plan to save energy by making domestic petroleum costlier, the President warned oil companies last week that they would face new restraints if expected gains in profits were not used for exploration. As the President attempted to sell his domestic program, more bad news loomed on international oil prices. According to oil‐industry sources, Iran planned an oil price rise that could touch off a new round of increases by the Organization of Petroleum Exporting Countries. Meanwhile, prospects for new energy supplies brightened as Prime Minister Elliott Trudeau proposed two routes to deliver crude oil from Alaska through Canadian territory to the Middle West.","F","15","1979-04-15T05:00:00+0000","nyt://article/3edcc95b-f8f5-5104-918c-c1fa5f7d7e09",518,"nyt://article/3edcc95b-f8f5-5104-918c-c1fa5f7d7e09"
"Cort Engelken letter says there should be greater reqard for saving energy than just a feeling of righteousness","https://www.nytimes.com/1979/04/15/archives/letters-when-murder-serves-as-terrorists-therapy-to-make-the-saudis.html","Cort Engelken letter says there should be greater reqard for saving energy than just a feeling of righteousness","To the Editor:","E","16","1979-04-15T05:00:00+0000","nyt://article/a6ff464d-9760-5318-bfc1-df7b81be1f2e",2003,"nyt://article/a6ff464d-9760-5318-bfc1-df7b81be1f2e"
"F Ferretti article on variations in pricing of gasoline by Exxon stations in Montclair, NJ, and on unsuccessful efforts to obtain explanation from gas‐station operators; drawing (M)","https://www.nytimes.com/1979/04/15/archives/new-jersey-weekly-about-new-jersey-pumping-the-boys-down-at-the-gas.html","F Ferretti article on variations in pricing of gasoline by Exxon stations in Montclair, NJ, and on unsuccessful efforts to obtain explanation from gas‐station operators; drawing (M)","LIKE all of you other drivers out there, I've been learning a great deal about gasoline shortages and prices — haunted, of course, by memories of waiting on line, engine idling, to buy half‐tanks of regular.","NJ","2","1979-04-15T05:00:00+0000","nyt://article/ac6af2f7-de81-50de-bb3c-83c1c4b30bc7",938,"nyt://article/ac6af2f7-de81-50de-bb3c-83c1c4b30bc7"
"Iran announced a 13 percent increase in its oil prices to $16.57 a barrel for light crude and $16.04 for heavy and suggested that OPEC would raise prices again when it meets in June. Iran also disclosed its output had climbed to 4.7 million barrels on April 13. [Page A1.]","https://www.nytimes.com/1979/04/16/archives/business-digest-energy.html","","Iran announced a 13 percent increase in its oil prices to $16.57 a barrel for light crude and $16.04 for heavy and suggested that OPEC would raise prices again when it meets in June. Iran also disclosed its output had climbed to 4.7 million barrels on April 13. [Page A1.]","D","1","1979-04-16T05:00:00+0000","nyt://article/039d966d-bf02-5c41-91b6-c44014c8d908",331,"nyt://article/039d966d-bf02-5c41-91b6-c44014c8d908"
"Econ lags with stagnant labor productivity, rising trade deficits, fuel and foreign exch shortages and other factors; illus; Govt predicts 4.3% rise in gross natl product this yr, down from 5.1% target (M)","https://www.nytimes.com/1979/04/16/archives/economic-sag-in-east-germany-fuel-supply-seen-as-main-trouble.html","Econ lags with stagnant labor productivity, rising trade deficits, fuel and foreign exch shortages and other factors; illus; Govt predicts 4.3% rise in gross natl product this yr, down from 5.1% target (M)","LEIPZIG, East Germany — East Germany, celebrating its 30th year as nation, is faced with an economic future that does not look bright.","D","1","1979-04-16T05:00:00+0000","nyt://article/36f8c555-d419-5f32-87d3-af9345456ce6",631,"nyt://article/36f8c555-d419-5f32-87d3-af9345456ce6"
"Iran announces that it is raising oil prices by 13% over basic level set by OPEC in Geneva last mo; new prices will be $16.57 for bbl of Iranian light crude and $16.04 for bbl of heavy crude; Natl Iranian Oil Co sr execs suggest there may be another price increase at OPEC's June meeting; Iran also announces that it increased its output to 4.7 million bbls a day on Apr 13, far higher than recent daily avg of 3.5 to 4 million bbls; price announcement confirms rept by Brit Petroleum Co that it had reached contract with Iran at $16.57 a bbl; problems Iran faces in trying to main such high production level noted (L)","https://www.nytimes.com/1979/04/16/archives/iran-lifts-oil-price-13-beyond-opecs-further-rise-held-possible-in.html","Iran announces that it is raising oil prices by 13% over basic level set by OPEC in Geneva last mo; new prices will be $16.57 for bbl of Iranian light crude and $16.04 for bbl of heavy crude; Natl Iranian Oil Co sr execs suggest there may be anoth...","TEHERAN, Iran, April 15 — Iran announced today that it was raising oil prices by 13 percent over the basic level set by the Organization of Petroleum Exporting Countries in Geneva last month. The new prices will be $16.57 for a barrel of Iranian light crude and $16.04 for a barrel of heavy crude.","A","1","1979-04-16T05:00:00+0000","nyt://article/4d87e9fd-7cd4-54c9-8e1b-cb6fae76a630",1440,"nyt://article/4d87e9fd-7cd4-54c9-8e1b-cb6fae76a630"
"Kurt B Delbanco lr disputes Apr 4 ed opposing proposal to paint NYC's bridges various colors","https://www.nytimes.com/1979/04/17/archives/letters-the-high-cost-of-new-school-bus-contracts-overqualified.html","Kurt B Delbanco lr disputes Apr 4 ed opposing proposal to paint NYC's bridges various colors","To the Editor:","A","18","1979-04-17T05:00:00+0000","nyt://article/4908c3f3-1193-594e-a989-94bebf82e0d0",2022,"nyt://article/4908c3f3-1193-594e-a989-94bebf82e0d0"
"Westinghouse Electric agrees in principle to settle uranium supply lawsuit brought by Virginia Elec & Power Co; estimates cost of settlement at $200 million, although utility says it will receive $361 million in cash and uranium (M)","https://www.nytimes.com/1979/04/17/archives/westinghouse-nears-7th-uranium-accord-virginia-suit-is-costliest-so.html","Westinghouse Electric agrees in principle to settle uranium supply lawsuit brought by Virginia Elec & Power Co; estimates cost of settlement at $200 million, although utility says it will receive $361 million in cash and uranium (M)","PITTSBURGH, April 16 — The Westinghouse Electric Corporation agreed in principle today to settle a uraniumsupply lawsuit brought by the Virginia Electric and Power Company. Westinghouse estimated that the settlement would cost it $200 million. But the utility said it would receive $361 million in cash and uranium.","D","5","1979-04-17T05:00:00+0000","nyt://article/e5125d6c-7ac4-515c-b13a-c0535f43eb0f",507,"nyt://article/e5125d6c-7ac4-515c-b13a-c0535f43eb0f"
